gan,name,seed,snapshot
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8949041-lb_x--c14100ee.png,8949041,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_2169625-lb_x--ac9e69bd.png,2169625,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_7759818-lb_x--b0e98053.png,7759818,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6311006-lb_x--ce03f1ac.png,6311006,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_7916482-lb_x--cca6dbcc.png,7916482,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6317462-lb_x--c4f4798b.png,6317462,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6146882-lb_x--8e668310.png,6146882,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_1111290-lb_x--82ec9da0.png,1111290,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_3711789-lb_x--f5de4692.png,3711789,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_3327563-lb_x--5d657a39.png,3327563,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9916680-lb_x--d04fbef4.png,9916680,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9658613-lb_x--bf17d91d.png,9658613,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4547971-lb_x--67df011b.png,4547971,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8818923-lb_x--efa99433.png,8818923,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_3572786-lb_x--886b1941.png,3572786,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4506650-lb_x--ad26d3e1.png,4506650,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6959154-lb_x--0879f567.png,6959154,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4320735-lb_x--3484b3de.png,4320735,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6550841-lb_x--0ea2b666.png,6550841,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_3470303-lb_x--9572d358.png,3470303,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4593399-lb_x--78bb9d31.png,4593399,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6251361-lb_x--4eed5a34.png,6251361,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_2532209-lb_x--39407bce.png,2532209,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9498730-lb_x--5584bf7f.png,9498730,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4139908-lb_x--b5f0b1e4.png,4139908,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8326383-lb_x--37216a1b.png,8326383,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_5470672-lb_x--1d037fb9.png,5470672,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4878017-lb_x--a7cf0c24.png,4878017,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8960058-lb_x--c1aaf642.png,8960058,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6031952-lb_x--dcc953aa.png,6031952,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_884814-lb_x--fe859cfb.png,884814,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_1061005-lb_x--2f114be4.png,1061005,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4182327-lb_x--04b6f5e3.png,4182327,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4039207-lb_x--7f69cca3.png,4039207,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_7919396-lb_x--5df60158.png,7919396,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4854746-lb_x--1e4f45c5.png,4854746,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8540921-lb_x--8d4ae0ff.png,8540921,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6064143-lb_x--f6d3d4e4.png,6064143,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4815651-lb_x--d0d8ce39.png,4815651,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6391356-lb_x--a2d62a46.png,6391356,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9870362-lb_x--3960fab4.png,9870362,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_2110476-lb_x--25fb97de.png,2110476,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_508584-lb_x--8e857074.png,508584,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_156201-lb_x--08bcbd57.png,156201,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_7660960-lb_x--4e15faac.png,7660960,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_5826025-lb_x--00b8e359.png,5826025,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_5721644-lb_x--bfd6aa34.png,5721644,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_7786025-lb_x--11c87df6.png,7786025,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_1854101-lb_x--4ef09e23.png,1854101,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_1400873-lb_x--d3914998.png,1400873,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_1459162-lb_x--4a8de22c.png,1459162,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4575771-lb_x--51bbd353.png,4575771,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6781706-lb_x--c3dee2fa.png,6781706,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9430225-lb_x--b7547222.png,9430225,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6444906-lb_x--6325e3e0.png,6444906,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4531208-lb_x--75a662ba.png,4531208,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_2984776-lb_x--2e8486aa.png,2984776,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6404917-lb_x--1524c9f0.png,6404917,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6735826-lb_x--7bc3c9a7.png,6735826,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_492268-lb_x--dd4e42c3.png,492268,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_3072787-lb_x--f258c078.png,3072787,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_3104751-lb_x--f3eca4a3.png,3104751,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6405616-lb_x--30f52237.png,6405616,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4439340-lb_x--d47ab706.png,4439340,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_1332010-lb_x--c5041644.png,1332010,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_955062-lb_x--47cc207e.png,955062,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_2437523-lb_x--13387341.png,2437523,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_3112916-lb_x--beb09e6c.png,3112916,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4774828-lb_x--d61abaae.png,4774828,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8528157-lb_x--8340dfea.png,8528157,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_1614583-lb_x--ddbcaf03.png,1614583,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8141086-lb_x--6b55cbd2.png,8141086,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_2463057-lb_x--0743bdaa.png,2463057,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_3868747-lb_x--f2a97017.png,3868747,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4228977-lb_x--2b9924f4.png,4228977,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_5166861-lb_x--4176bd06.png,5166861,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4360848-lb_x--4d9f633c.png,4360848,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6948810-lb_x--c98134b6.png,6948810,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9372884-lb_x--0ac4154e.png,9372884,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_1631607-lb_x--860be620.png,1631607,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6311605-lb_x--36ff9d95.png,6311605,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_7561740-lb_x--ca0a493d.png,7561740,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6336258-lb_x--5d6ba97c.png,6336258,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_5984340-lb_x--c42872cc.png,5984340,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9527073-lb_x--32bd5674.png,9527073,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9007179-lb_x--a3ddfd81.png,9007179,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_2569712-lb_x--6806fc9f.png,2569712,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_1171784-lb_x--efb8d9a4.png,1171784,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8935195-lb_x--d0546279.png,8935195,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_1717845-lb_x--27241f1d.png,1717845,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_845314-lb_x--4b6e2d15.png,845314,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9839824-lb_x--e9aa1162.png,9839824,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_2828108-lb_x--32c713a5.png,2828108,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_7404210-lb_x--dceba48f.png,7404210,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_1093903-lb_x--7865c9ac.png,1093903,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4697373-lb_x--2e878bdd.png,4697373,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_7854547-lb_x--bd5262d2.png,7854547,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_1480037-lb_x--7776934d.png,1480037,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_1018521-lb_x--e312a6a8.png,1018521,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6151199-lb_x--425cc1d1.png,6151199,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4901712-lb_x--56c8ab86.png,4901712,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_5775832-lb_x--d6b16c5e.png,5775832,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_503965-lb_x--42495295.png,503965,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_562769-lb_x--c3e4514f.png,562769,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_5481567-lb_x--3b5c8ec4.png,5481567,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_910454-lb_x--5a0c2abc.png,910454,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_2324768-lb_x--3424c3d0.png,2324768,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_464523-lb_x--cc059951.png,464523,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_5408091-lb_x--3a236133.png,5408091,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_3717993-lb_x--a2f35a0f.png,3717993,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8941481-lb_x--917fc701.png,8941481,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4818207-lb_x--245a9dc1.png,4818207,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8910945-lb_x--9166a3d2.png,8910945,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_2167842-lb_x--ed0de2bf.png,2167842,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6266833-lb_x--bc53baaf.png,6266833,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_7455870-lb_x--877c95a5.png,7455870,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8276802-lb_x--0308979d.png,8276802,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4136282-lb_x--e0ec0910.png,4136282,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_1891181-lb_x--cf286e66.png,1891181,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_3743319-lb_x--be6203bf.png,3743319,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_960776-lb_x--8d87fe3f.png,960776,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9845246-lb_x--bf4b0a24.png,9845246,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9408605-lb_x--cf48b230.png,9408605,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8871892-lb_x--fad3163f.png,8871892,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4805796-lb_x--66d0ed36.png,4805796,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8322787-lb_x--0fbc3b02.png,8322787,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_3731240-lb_x--7fe74267.png,3731240,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_7677292-lb_x--740f16b2.png,7677292,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9041022-lb_x--710bf8dd.png,9041022,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_2793521-lb_x--8387ca25.png,2793521,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_641267-lb_x--ad1b4854.png,641267,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_1270620-lb_x--9eb90a21.png,1270620,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6673231-lb_x--dee7552a.png,6673231,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8228731-lb_x--1e6f9a3b.png,8228731,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_2724973-lb_x--5534d9ca.png,2724973,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6631676-lb_x--99d09715.png,6631676,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_5702105-lb_x--17e96758.png,5702105,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_2698212-lb_x--1d03066b.png,2698212,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8115742-lb_x--14fa6c7a.png,8115742,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9927753-lb_x--48664322.png,9927753,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4328987-lb_x--e801cf45.png,4328987,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8389877-lb_x--0eb67432.png,8389877,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4508662-lb_x--23d254dd.png,4508662,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9639403-lb_x--c10d791a.png,9639403,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6561391-lb_x--24edf700.png,6561391,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4786441-lb_x--d00b89d3.png,4786441,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_1892127-lb_x--948c4f46.png,1892127,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_7039088-lb_x--ecd1a892.png,7039088,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8516035-lb_x--8793b1e9.png,8516035,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8277447-lb_x--26f37bff.png,8277447,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_5471727-lb_x--8ccf4792.png,5471727,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_7420513-lb_x--1f89628c.png,7420513,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_866210-lb_x--cedf7222.png,866210,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_2837584-lb_x--75ea5d70.png,2837584,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8239260-lb_x--f4d4b526.png,8239260,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4585573-lb_x--d8f9eb68.png,4585573,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_6670652-lb_x--82ffa1de.png,6670652,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9580626-lb_x--caa54a7c.png,9580626,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_348561-lb_x--eed7c504.png,348561,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9770181-lb_x--ad4ff780.png,9770181,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8715087-lb_x--32eb6b97.png,8715087,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_450567-lb_x--e412ae51.png,450567,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8812956-lb_x--5634d0b2.png,8812956,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_5835583-lb_x--b4826a96.png,5835583,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9992747-lb_x--60d0fb6c.png,9992747,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_258690-lb_x--441f33ec.png,258690,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8198071-lb_x--79337d91.png,8198071,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4687205-lb_x--0b4cbf28.png,4687205,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_465823-lb_x--3f132491.png,465823,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_7084673-lb_x--1a3adc09.png,7084673,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_7236881-lb_x--11a6fcf1.png,7236881,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_564907-lb_x--895d2edb.png,564907,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8414738-lb_x--02b7ffe8.png,8414738,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9660807-lb_x--ab92554c.png,9660807,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9165899-lb_x--6fcd1820.png,9165899,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_651985-lb_x--c012fd99.png,651985,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4488144-lb_x--3c5f01bc.png,4488144,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_5461032-lb_x--15965e98.png,5461032,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9070952-lb_x--654dca3a.png,9070952,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_1948551-lb_x--72cc9ed4.png,1948551,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_4509061-lb_x--f3ca5cd9.png,4509061,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_9627818-lb_x--3fe3be09.png,9627818,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_8521205-lb_x--0ca2523f.png,8521205,10007
011-pgan-rsna_all_256x256,011-pgan-rsna_all_256x256-seed_1626439-lb_x--4dd9312c.png,1626439,10007
