y_test,DenseNet121_224x224_multi,DenseNet121_224x224,MobileNetV2_224x224
0,0.013253142,0.9960932,0.99934834
0,0.9379225,0.60293406,0.9981674
0,0.017900888,4.4510198e-08,7.818862e-06
0,0.104927525,1.7719215e-07,0.09991296
0,0.9097672,0.31985,0.9988424
0,0.034228627,0.09157782,0.57609034
0,0.91913944,0.2101995,0.9723785
0,0.008403435,0.0013194706,0.5490528
0,0.00050459604,5.495144e-08,0.00016647093
0,0.25489447,2.2998154e-06,0.9626978
0,0.69276273,1.0120977e-09,0.65714073
0,0.061467156,0.017603401,0.95304155
0,0.00021321866,1.2796678e-06,4.89885e-07
0,0.00026187705,3.826024e-10,5.3906337e-09
0,0.039066713,0.2973933,2.951864e-05
0,0.30149737,0.012589523,1.51336935e-05
0,0.0024881528,5.2098824e-07,8.7036475e-05
0,0.00017214459,2.4155768e-09,0.00020082333
0,0.00070281274,0.00016188364,3.200816e-06
0,0.00028472935,0.0010384006,0.0019069186
0,0.18603249,0.001873678,0.00016902755
0,0.0031219474,4.8863607e-05,0.00085910555
0,7.9304926e-05,0.008018766,0.3801678
0,0.0006011233,0.00019194528,0.0004747065
0,0.00018374706,5.311049e-06,0.0022591182
0,0.0022444844,0.014726165,0.003360492
0,0.0001853837,0.0068678125,0.19856295
0,3.983983e-06,5.620838e-05,2.943673e-06
0,0.0005919486,0.0001127691,0.012335833
0,0.017701633,0.0009132953,0.0699616
0,0.68209285,0.012074057,0.00043872066
0,0.0049756523,2.1297918e-05,0.012445275
0,0.00040261302,0.0032395425,3.6000636e-06
0,1.510209e-05,6.4560425e-08,1.280691e-06
0,2.7287924e-05,1.2050881e-05,0.0039944043
0,1.0065549e-05,1.5432726e-10,9.531419e-06
0,0.0020816273,2.3242017e-06,1.2466787e-05
0,0.00039042148,0.0059881415,5.217623e-05
0,4.1035496e-06,7.943422e-06,8.137627e-06
0,3.7162205e-05,1.3922477e-06,0.00019796833
0,0.0150101725,0.057692066,0.56203026
0,0.0001592403,7.1603216e-07,5.555087e-06
0,9.542543e-06,0.00025056396,0.0020437432
0,0.0015807428,0.0039229486,8.834004e-06
0,0.00055940455,0.37737033,0.0010655685
0,3.279716e-06,1.3851796e-06,4.1851672e-05
0,0.00090548396,0.087454334,1.0032667e-06
0,0.0025458992,7.935043e-08,0.0020821563
0,0.00014131214,1.6093306e-08,0.0012563338
0,0.029085964,1.0574549e-10,0.017671777
0,4.273077e-07,2.4580162e-12,1.03374084e-07
0,4.809182e-05,8.1810514e-10,4.2890674e-06
0,3.5298629e-06,1.5300009e-07,0.010561895
0,7.518251e-08,5.6873812e-09,0.00018831616
0,1.393683e-05,4.0427772e-09,0.00035605568
0,1.5179394e-07,6.935491e-10,1.3101942e-06
0,1.9763158e-07,4.578961e-09,0.0011986626
0,1.1046842e-08,2.614066e-05,0.004292229
0,1.6335789e-06,4.7395362e-05,3.6706235e-05
0,7.912546e-06,7.525382e-08,1.8765022e-05
0,8.656756e-06,0.0009400083,0.23967977
0,1.7967783e-05,0.001196272,0.010348038
0,6.188981e-06,1.10348265e-10,1.2333214e-08
0,0.00037271957,3.2821499e-09,4.3980017e-10
0,6.923681e-06,2.288333e-07,5.115008e-05
0,4.1042687e-05,1.5642313e-09,2.8167702e-05
0,0.00024448513,1.8023148e-10,7.356194e-05
0,0.015745597,7.7029074e-07,0.003072646
0,6.141208e-05,6.8536736e-09,0.003561639
0,6.576248e-07,7.744803e-11,1.7879001e-05
0,9.9118886e-05,7.417598e-10,6.3178395e-06
0,0.0026579543,3.333436e-06,0.046879694
0,0.16219229,4.0163955e-05,0.00092704745
0,0.06500989,1.6551663e-05,0.20189056
0,0.0001325764,1.9149886e-07,0.00038807237
0,3.7184457e-06,3.4601896e-07,7.443539e-05
0,0.0069477195,0.00025570198,0.00817027
0,3.774161e-08,3.6702095e-12,0.0010979933
0,3.3653225e-07,5.9642926e-13,0.061956055
0,5.1611635e-09,5.3248383e-15,0.45498568
0,1.1300616e-08,5.811899e-14,0.0011412542
0,6.2858575e-08,6.7620584e-15,0.00050609
0,3.0643207e-06,6.8664013e-10,6.50444e-06
0,1.5820444e-05,6.4789686e-14,0.3086967
0,3.286286e-08,2.8619745e-11,3.4446085e-12
0,7.7745165e-07,7.93502e-10,1.7846046e-06
0,1.4183837e-07,5.8652016e-12,4.224343e-09
0,7.181801e-05,3.2006933e-09,1.3258175e-07
0,4.2481392e-06,1.2250018e-14,2.552202e-11
0,1.2333294e-06,1.3344308e-09,4.9090026e-10
0,2.087712e-07,8.573316e-08,1.3718283e-06
0,8.816709e-08,2.8934763e-10,1.0720371e-06
0,6.1562845e-05,2.0645323e-10,0.0056820423
0,7.048827e-05,1.567945e-08,0.75981003
0,3.0056968e-05,6.5975582e-06,0.007511065
0,6.601754e-07,8.697902e-06,4.5069777e-05
0,6.264807e-06,9.840418e-09,0.00012569634
0,3.582353e-07,4.932575e-07,0.19374305
0,1.9531453e-06,7.5343e-07,0.046094846
0,0.00051520165,9.84607e-07,0.4300585
0,5.807864e-05,5.023318e-05,0.0002645749
0,0.0010471925,1.0890194e-07,0.720645
0,7.442616e-05,2.9703912e-07,0.021561328
0,4.2560505e-06,1.2879313e-05,0.010912173
0,0.0037487082,0.00072559045,0.4526544
0,3.0075807e-05,9.504991e-07,0.013114411
0,3.607898e-05,6.5993077e-06,0.08302955
0,0.0025073683,9.704808e-07,0.0025499999
0,0.23707505,0.0013655915,0.97296304
0,0.0007137507,8.4361505e-05,0.9788287
0,1.1427606e-05,3.9275287e-07,0.012658875
0,0.013374079,4.8818874e-06,0.95507044
0,7.2980497e-09,5.8481975e-09,1.9898647e-11
0,1.8409206e-05,5.8317534e-10,0.007556554
0,2.1323343e-05,1.0117594e-10,0.0016855049
0,8.857405e-05,7.968162e-09,0.04030153
0,4.4676057e-07,7.56696e-13,3.7025645e-06
0,3.0110502e-06,1.1634816e-07,1.8809088e-09
0,1.4484071e-05,8.886047e-08,6.582837e-08
0,7.615739e-06,9.009414e-07,6.5390102e-09
0,1.0007574e-06,8.795379e-08,1.238468e-05
0,2.4182431e-05,1.5112956e-08,1.0604372e-08
0,0.1043983,0.344174,0.47864738
0,1.879984e-05,4.6754604e-07,5.210965e-05
0,0.68705726,0.0016813851,0.9812289
0,0.012688631,2.7133372e-05,0.09474819
0,0.95834243,0.11938803,0.99937767
0,9.954401e-06,1.4498133e-08,2.2516093e-05
0,0.00061669794,2.7496826e-05,0.24361299
0,0.026092947,0.0007712007,9.4347826e-07
0,0.00017223718,1.245693e-08,5.813923e-08
0,0.00060690515,6.4596793e-06,2.4230942e-06
0,4.984483e-07,3.2101223e-08,4.7647823e-09
0,0.049252305,0.01416739,2.5145582e-05
0,0.00018736439,8.073854e-06,7.451124e-05
0,0.015435513,0.00010100869,0.0017744343
0,0.000119167235,1.2576206e-05,2.2013917e-06
0,0.003173544,5.450862e-08,0.0023645775
0,0.004972507,0.00021254095,0.20437318
0,0.0001847731,2.6279943e-06,1.3458504e-06
0,0.023986517,0.0072938134,1.8188559e-05
0,0.36085466,0.59485006,0.011887882
0,2.2124611e-07,1.434211e-11,2.2543166e-08
0,0.0034423394,3.7770997e-06,0.01064293
0,1.0609332e-05,4.017719e-08,1.370519e-07
0,0.07948061,3.700792e-07,0.0048252637
0,0.004095724,2.716442e-07,0.00055913
0,1.6390172e-06,1.33956015e-11,1.2266673e-07
0,1.5976802e-06,2.1033664e-09,1.0763028e-08
0,6.7222945e-06,8.0484185e-08,5.8752397e-07
0,7.919526e-05,8.82103e-07,2.4862068e-09
0,1.2000249e-08,4.630756e-12,1.3938651e-12
0,1.827452e-05,8.7887184e-07,0.0035599452
0,1.4049415e-06,7.084823e-07,2.0181717e-06
0,0.009094391,0.0015753275,0.07791222
0,0.005572889,0.0006662672,0.39882085
0,0.00040893388,9.519201e-06,0.012539694
0,4.0673745e-05,7.3436826e-09,1.3004641e-09
0,1.0957814e-05,1.1398623e-06,1.3578884e-08
0,1.2217527e-05,6.849507e-05,2.5429352e-07
0,0.00067712454,1.321032e-06,2.7298155e-08
0,3.229257e-05,1.2910125e-06,4.4029585e-07
0,2.162691e-06,4.140804e-09,2.4087979e-06
0,0.0014945099,1.1900706e-06,6.2296617e-09
0,0.0030826293,0.0004141189,0.00055458426
0,2.188998e-06,1.2211888e-06,1.1187206e-09
0,2.6786106e-06,1.26144934e-08,2.9431983e-05
0,5.8613783e-05,9.28719e-07,0.0016059345
0,0.016169285,8.574483e-05,0.0034561139
0,0.25155738,0.00071559555,0.54388946
0,4.9023074e-06,6.6028647e-06,6.213217e-08
0,0.022413768,4.875311e-05,0.0003716443
0,0.00012833034,2.6009541e-09,7.84902e-05
0,5.5801844e-05,1.6236448e-06,6.5544673e-06
0,0.012343435,0.01354496,0.0011794885
0,4.4413307e-05,4.9599908e-08,0.00983538
0,4.594707e-06,2.6790883e-07,0.0005551825
0,0.053577453,0.012278208,0.00039250436
0,0.06528403,0.006095627,0.024742398
0,0.37743947,0.1242274,0.75414544
0,0.023224091,1.5180904e-05,3.5896985e-08
0,0.13876237,0.026782421,0.018708302
0,0.004016578,6.712187e-05,0.012027942
0,1.7704448e-06,1.6815745e-06,9.4169445e-06
0,0.0005871125,0.00032121476,2.839269e-07
0,1.7816674e-05,1.4338445e-07,8.038522e-12
0,0.00012231634,6.9949997e-06,6.8974994e-05
0,0.00011682718,0.00012105643,1.9142202e-05
0,0.0011177346,1.9166479e-05,2.5091882e-09
0,0.00021345177,3.0391633e-05,1.93116e-06
0,0.0005261713,5.365906e-05,0.000430155
0,3.3416767e-05,8.890131e-06,0.00021272806
0,2.6641539e-05,1.1668012e-06,3.8005064e-07
0,0.0019359951,3.463888e-06,0.0013988201
0,1.9162604e-05,4.6651923e-05,7.719977e-08
0,0.00021037756,7.62843e-06,1.066384e-06
0,2.2183327e-05,2.0423981e-07,8.139892e-05
0,0.41078696,0.00041516672,0.02755939
0,0.00094466226,5.0179306e-06,4.592965e-13
0,7.023583e-06,6.325529e-07,5.8538074e-10
0,0.00062787195,3.682285e-06,0.0163706
0,2.1767407e-06,3.094902e-09,0.0006810334
0,6.372501e-05,1.2312295e-08,1.3136452e-08
0,4.786095e-05,2.2418046e-08,3.8753637e-06
0,9.935661e-07,8.4819085e-06,0.98070496
0,9.759998e-06,1.27841095e-05,0.042126406
0,1.943526e-06,1.9633456e-08,1.1255088e-06
0,0.0050210143,7.633514e-05,0.9337961
0,0.0056707007,5.2145842e-05,2.423228e-09
0,0.052044716,0.00033551673,0.9922659
0,0.15338238,0.059428725,0.005785557
0,0.085758656,0.15734632,0.00046078267
0,0.0655968,0.0001926442,4.7613917e-06
0,0.15940839,0.0009463757,1.0903303e-06
0,0.0004914066,2.2583446e-05,2.4378416e-08
0,0.00255985,8.63028e-08,0.98385227
0,0.20647766,2.9962186e-05,2.3414286e-05
0,5.0039536e-05,0.008529336,8.242132e-07
0,0.00017012218,0.00026622802,1.8853708e-08
0,2.3960698e-07,8.197729e-06,5.4843925e-11
0,1.2337986e-05,5.3741456e-05,4.842774e-08
0,4.497608e-06,0.000116838986,1.6880919e-09
0,0.00067053223,2.4626727e-06,0.00021242972
0,0.00071001204,4.5191184e-05,2.5105297e-08
0,0.00019225647,0.00025839437,8.703539e-09
0,0.006861675,0.006408541,3.5362884e-06
0,1.4535463e-05,1.4912207e-05,3.00588e-08
0,7.42414e-06,6.975116e-07,1.4316659e-12
0,4.273947e-06,1.8620325e-06,4.526426e-09
0,0.00023869572,1.01233845e-05,6.081615e-09
0,2.1512009e-05,4.9186895e-08,3.515914e-11
0,3.530063e-05,1.2010186e-08,5.415338e-12
0,0.032041926,0.034389347,0.38597316
0,0.004185983,2.1463567e-05,0.0024586993
0,0.004261999,1.12496255e-05,2.2731085e-06
0,0.00061920163,1.341697e-06,8.0401685e-07
0,0.0037997188,6.764867e-05,0.0007207041
0,0.040062707,0.000105917374,5.724669e-05
0,0.013863141,0.0029320435,0.03249745
0,0.0062986854,2.3864834e-06,0.3701986
0,0.014583312,1.5500349e-06,0.007325069
0,0.089554004,0.00018539907,0.012884108
0,3.267387e-05,8.264577e-06,2.4522572e-07
0,9.093739e-05,1.5563643e-07,1.5318405e-05
0,1.1427945e-05,0.00026285736,9.911693e-10
0,9.368236e-05,3.0852676e-05,8.3427494e-08
0,7.413687e-07,2.837212e-07,2.2050897e-06
0,0.00016254705,6.0770312e-06,5.8932027e-08
0,0.00017773003,0.022456193,1.3502226e-06
0,0.0048523536,4.9525268e-05,3.2622276e-05
0,4.519666e-05,0.0045667742,1.2289454e-10
0,0.0023703102,0.00021283863,0.013761457
0,4.501101e-06,2.9474004e-05,9.781007e-07
0,1.1733938e-06,3.1714633e-09,5.6535693e-10
0,5.85606e-05,3.5345291e-09,2.566074e-06
0,7.241879e-05,8.451613e-06,3.631921e-09
0,7.1916074e-05,1.4573206e-06,1.6478577e-10
0,0.00011296776,3.00543e-06,9.3267516e-08
0,0.00015038172,0.0005314015,1.2173176e-07
0,0.00013538981,0.013820715,1.4007939e-09
0,0.6967015,0.5471739,0.3763923
0,3.3994398e-05,0.00736969,3.2290416e-05
0,0.0032640516,0.16816309,0.0010567321
0,9.2811395e-05,0.0008942368,5.8596926e-11
0,0.0001869151,8.183663e-07,2.9628914e-05
0,0.0013472427,1.822281e-07,0.0021811065
0,0.009536541,3.4673585e-06,5.793864e-06
0,1.7361483e-06,6.2199047e-07,1.4223872e-08
0,0.0003051912,2.5262828e-10,5.1114235e-10
0,0.011536074,4.2674224e-06,4.8971815e-06
0,7.696314e-06,8.387565e-05,6.532693e-08
0,9.2079455e-05,1.6378922e-06,0.0004904454
0,6.074348e-06,2.2398521e-07,8.2548047e-07
0,0.0010290445,9.340547e-05,4.6221576e-05
0,0.0003523966,8.236322e-05,5.954405e-09
0,9.713819e-05,1.5213469e-05,4.2488622e-07
0,0.01586006,0.000315587,3.7338071e-07
0,0.000108718246,0.011830071,4.0686836e-09
0,0.0015705065,1.2336868e-05,0.0035941864
0,0.00019447888,0.00014867351,6.103462e-09
0,6.864468e-05,2.5454845e-05,7.1060963e-06
0,0.00013734889,0.0003168689,4.476419e-05
0,1.861463e-07,1.6824856e-06,0.0011663974
0,7.5823873e-06,0.00015287529,2.4445744e-05
0,2.3058257e-05,9.9562225e-05,0.14276092
0,0.014840423,0.00070038537,6.359099e-05
0,6.678639e-06,1.6370397e-05,0.02207343
0,0.26766995,3.712206e-06,6.811507e-05
0,2.4162055e-05,0.00021855315,1.2980882e-05
0,0.00021244126,8.5399137e-07,0.21178594
0,3.0803449e-06,1.0549884e-07,0.2952586
0,0.07280371,0.0035141003,0.00021779099
0,0.00022582053,4.8002005e-07,0.36083037
0,3.958929e-05,6.233125e-05,5.7993464e-05
0,2.1348107e-05,0.00010430778,0.007705419
0,3.9606926e-05,6.100474e-07,1.7744811e-05
0,0.000116494004,3.931915e-09,7.336534e-06
0,3.4421115e-05,0.0012051562,1.0829884e-05
0,0.0011667685,0.0011060553,0.0008790691
0,8.421747e-06,2.6599048e-08,0.0001292757
0,4.1014852e-07,1.1179558e-07,2.106099e-10
0,0.00071574963,1.6533582e-05,7.6481044e-08
0,7.9260335e-06,7.798693e-09,0.167436
0,0.0039365306,1.5193447e-05,0.8431153
0,0.0018082744,2.2259817e-06,0.7123407
0,0.00010834898,4.217092e-07,0.023599243
0,0.0039650807,8.358438e-08,0.42958993
0,3.3895549e-06,1.0088613e-06,0.9888005
0,8.419861e-05,0.00032602242,0.8525233
0,0.0034804298,0.05759413,0.9928965
0,0.00010436607,1.934882e-06,0.008537329
0,9.323568e-05,0.0007810527,0.96084034
0,3.562281e-05,1.05143645e-08,0.021355359
0,0.009092462,2.609456e-06,0.89383745
0,8.857456e-05,3.5976748e-06,0.0034536824
0,0.000154937,1.1911359e-08,0.004361641
0,0.00016317521,8.639569e-08,0.00076832925
0,0.00060402305,8.8970395e-05,0.03059533
0,0.024448141,6.208986e-05,0.023560373
