gan,label,name,seed,snapshot,type
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6215439-lb_0--5600afee.png,6215439,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_3007127-lb_0--81dd026c.png,3007127,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6243333-lb_0--808fa119.png,6243333,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_3602217-lb_0--2d12b9c3.png,3602217,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_3715972-lb_0--6e7463c6.png,3715972,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1816127-lb_0--911c2e52.png,1816127,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_1108092-lb_0--5c9b0012.png,1108092,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3226572-lb_0--563dda6d.png,3226572,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_9657824-lb_0--1d5ebf81.png,9657824,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5269650-lb_0--7eadb8c0.png,5269650,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4942128-lb_0--fa630fbc.png,4942128,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1195750-lb_0--cc8f53b5.png,1195750,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_833950-lb_0--3db9d633.png,833950,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_631342-lb_0--e0ed2769.png,631342,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2502062-lb_0--87b0f3db.png,2502062,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_5192582-lb_0--80e58aa1.png,5192582,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_636222-lb_0--058044dd.png,636222,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_9350808-lb_0--45d95a30.png,9350808,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5752301-lb_0--a8499860.png,5752301,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_9101182-lb_0--61222156.png,9101182,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1458903-lb_0--8c40cc3f.png,1458903,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5555039-lb_0--4664bbb7.png,5555039,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7506777-lb_0--92468186.png,7506777,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8504411-lb_0--8a8a3fc2.png,8504411,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_3441615-lb_0--8f2183eb.png,3441615,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4139660-lb_0--c4406e66.png,4139660,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7330749-lb_0--fb45b320.png,7330749,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_8602958-lb_0--af181020.png,8602958,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8084526-lb_0--a9c6103f.png,8084526,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8906128-lb_0--626123c6.png,8906128,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3331496-lb_0--cc70e985.png,3331496,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5208941-lb_0--3bdea74a.png,5208941,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_5037190-lb_0--ad408769.png,5037190,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_2497257-lb_0--28128b2a.png,2497257,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_9846344-lb_0--9b6b4425.png,9846344,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4495051-lb_0--8b528a1f.png,4495051,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9047208-lb_0--135196e6.png,9047208,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_2409684-lb_0--882411b9.png,2409684,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_9833194-lb_0--60e6e55d.png,9833194,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_2802505-lb_0--4c86ab74.png,2802505,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_6781911-lb_0--2e7f09cc.png,6781911,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1762487-lb_0--2b058509.png,1762487,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3089047-lb_0--7c4c6000.png,3089047,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1882962-lb_0--f62527a4.png,1882962,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_5282526-lb_0--cdd79b85.png,5282526,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_716655-lb_0--472b7fee.png,716655,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9457842-lb_0--91c82206.png,9457842,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5539571-lb_0--60af3c6e.png,5539571,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2800399-lb_0--3e99ab2e.png,2800399,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1235236-lb_0--f2215437.png,1235236,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_1826811-lb_0--1864cc2e.png,1826811,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_7693576-lb_0--274fdb37.png,7693576,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2135342-lb_0--6e7a23ef.png,2135342,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_8626283-lb_0--eb365491.png,8626283,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5106918-lb_0--60efa115.png,5106918,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_1280263-lb_0--1edb205e.png,1280263,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_3820565-lb_0--b1748165.png,3820565,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1877427-lb_0--59beb34d.png,1877427,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5068387-lb_0--d4131d5c.png,5068387,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_5201795-lb_0--42476d9e.png,5201795,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3373906-lb_0--5331856d.png,3373906,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3480774-lb_0--f9b7c0da.png,3480774,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6411652-lb_0--c58e0580.png,6411652,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_6874633-lb_0--0625733b.png,6874633,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_1752326-lb_0--b242d261.png,1752326,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_6923986-lb_0--ec688e9d.png,6923986,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8876216-lb_0--15fa6db0.png,8876216,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5459739-lb_0--44c4ac92.png,5459739,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7313462-lb_0--1baacac0.png,7313462,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6753729-lb_0--7c0a8c2d.png,6753729,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_428471-lb_0--4cea521e.png,428471,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_3583501-lb_0--8187053a.png,3583501,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7060811-lb_0--94eb58c0.png,7060811,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5206139-lb_0--e3de5cd4.png,5206139,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_6471745-lb_0--ad79dec3.png,6471745,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3769100-lb_0--8fb18b99.png,3769100,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4869228-lb_0--1216562b.png,4869228,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_3345024-lb_0--13ad72ad.png,3345024,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_334270-lb_0--795705f6.png,334270,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_99061-lb_0--35993037.png,99061,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7589768-lb_0--180de3fd.png,7589768,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_7559516-lb_0--c70dbf3e.png,7559516,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_744969-lb_0--cc7d5812.png,744969,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_9990361-lb_0--429245c9.png,9990361,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_3728098-lb_0--880f3ea3.png,3728098,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_152275-lb_0--9e84d19d.png,152275,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_6913017-lb_0--5470ee58.png,6913017,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6033126-lb_0--a2713b01.png,6033126,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2656728-lb_0--0d2d052b.png,2656728,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_2546564-lb_0--ccb38109.png,2546564,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_1240634-lb_0--f4dc461f.png,1240634,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7247427-lb_0--2f6895d7.png,7247427,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_8306484-lb_0--a5961dd7.png,8306484,10000,pggan
