gan,label,name,seed,snapshot,type
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_440475-lb_0--55f9ecd5.png,440475,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_2171168-lb_0--60783fdb.png,2171168,10000,pggan
stylegan,0,-seed_810427-lb_0--8b8e2a74.png,810427,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2467010-lb_0--e96a965f.png,2467010,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4036760-lb_0--a01d0ee2.png,4036760,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4169644-lb_0--7ecbfca7.png,4169644,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_2916687-lb_0--960db2f7.png,2916687,10000,pggan
stylegan,0,-seed_5154182-lb_0--b012933c.png,5154182,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_1039380-lb_0--6a30621a.png,1039380,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3285849-lb_0--2acd50fc.png,3285849,7204,pggan
stylegan,0,-seed_832514-lb_0--c490d094.png,832514,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_6776435-lb_0--62edef51.png,6776435,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_7065050-lb_0--385b2ef6.png,7065050,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_9787776-lb_0--d8391d7f.png,9787776,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_6300530-lb_0--9e9b8ac7.png,6300530,10000,pggan
stylegan,0,-seed_1543911-lb_0--3d51ed6f.png,1543911,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_9890796-lb_0--69f4e9c3.png,9890796,10512,pggan
stylegan,0,-seed_8573867-lb_0--0f758895.png,8573867,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_9622997-lb_0--33655434.png,9622997,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8077230-lb_0--97ad8814.png,8077230,7204,pggan
stylegan,0,-seed_4455139-lb_0--88d72c9d.png,4455139,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9578682-lb_0--96c59cc6.png,9578682,7204,pggan
stylegan,0,-seed_8498973-lb_0--eefe3eea.png,8498973,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8463758-lb_0--d2bd0172.png,8463758,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5551193-lb_0--96138d51.png,5551193,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5774447-lb_0--9138f9f0.png,5774447,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5568199-lb_0--7a726892.png,5568199,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_8962354-lb_0--2498cca3.png,8962354,10000,pggan
stylegan,0,-seed_7476147-lb_0--b304a2b1.png,7476147,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7096061-lb_0--149dd1a0.png,7096061,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4576716-lb_0--6d29a738.png,4576716,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_2390639-lb_0--ff8243a2.png,2390639,10512,pggan
stylegan,0,-seed_8993675-lb_0--93dbbd70.png,8993675,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_2729761-lb_0--36ca8e70.png,2729761,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3376057-lb_0--fc9871d8.png,3376057,7204,pggan
stylegan,0,-seed_9660609-lb_0--002b391d.png,9660609,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4236665-lb_0--7219efbc.png,4236665,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8007709-lb_0--b995ce78.png,8007709,7204,pggan
stylegan,0,-seed_5820271-lb_0--b790318c.png,5820271,10526,stylegan
stylegan,0,-seed_8933507-lb_0--cc263086.png,8933507,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3480272-lb_0--ff56493e.png,3480272,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6448771-lb_0--ce20dc50.png,6448771,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4018337-lb_0--509b9374.png,4018337,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_7055781-lb_0--d25f7a70.png,7055781,10000,pggan
stylegan,0,-seed_5898704-lb_0--a40ad517.png,5898704,10526,stylegan
stylegan,0,-seed_3971443-lb_0--aaa263e2.png,3971443,10526,stylegan
stylegan,0,-seed_7309498-lb_0--cc9c5363.png,7309498,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_878499-lb_0--ef186226.png,878499,10512,pggan
stylegan,0,-seed_3506116-lb_0--795c731a.png,3506116,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_7559516-lb_0--c70dbf3e.png,7559516,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5950451-lb_0--6d39ffad.png,5950451,10512,pggan
stylegan,0,-seed_1422449-lb_0--7aa62155.png,1422449,10526,stylegan
stylegan,0,-seed_8862398-lb_0--368f39bb.png,8862398,10526,stylegan
stylegan,0,-seed_1738717-lb_0--59c1fd6b.png,1738717,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5336973-lb_0--4228dcb7.png,5336973,10512,pggan
stylegan,0,-seed_6487841-lb_0--c7835c23.png,6487841,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_525058-lb_0--ae83c232.png,525058,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5954325-lb_0--c1a0b4e2.png,5954325,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_3392517-lb_0--9a777d7d.png,3392517,10512,pggan
stylegan,0,-seed_9728336-lb_0--70fc3532.png,9728336,10526,stylegan
stylegan,0,-seed_1923802-lb_0--a0f4966a.png,1923802,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_2475214-lb_0--479b1735.png,2475214,10000,pggan
stylegan,0,-seed_5590721-lb_0--a4a3ad64.png,5590721,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_7058576-lb_0--706d9604.png,7058576,10000,pggan
stylegan,0,-seed_2332423-lb_0--1ec0a6b6.png,2332423,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_544595-lb_0--5acacece.png,544595,10512,pggan
stylegan,0,-seed_476715-lb_0--66fb8257.png,476715,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_6815782-lb_0--11d29328.png,6815782,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5451483-lb_0--fc89e69c.png,5451483,7204,pggan
stylegan,0,-seed_5383273-lb_0--9e4dfd16.png,5383273,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7824971-lb_0--c912c0ad.png,7824971,7204,pggan
stylegan,0,-seed_8287429-lb_0--90ff3930.png,8287429,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_3730702-lb_0--c714f853.png,3730702,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_9630569-lb_0--0c5e2b8f.png,9630569,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6355847-lb_0--7063e432.png,6355847,7204,pggan
stylegan,0,-seed_6611176-lb_0--a886f599.png,6611176,10526,stylegan
stylegan,0,-seed_4190091-lb_0--8f149a0d.png,4190091,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5696150-lb_0--3c44942b.png,5696150,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_9026158-lb_0--351350c8.png,9026158,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5992600-lb_0--afd0d968.png,5992600,10512,pggan
stylegan,0,-seed_9093812-lb_0--9c7e9a3a.png,9093812,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5537645-lb_0--27ef7910.png,5537645,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_757470-lb_0--425af6ba.png,757470,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1640445-lb_0--4119df3b.png,1640445,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_1719389-lb_0--c61dced2.png,1719389,10000,pggan
stylegan,0,-seed_7836900-lb_0--ca4e62bf.png,7836900,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_7664599-lb_0--616aa786.png,7664599,10000,pggan
stylegan,0,-seed_9998487-lb_0--170eb5ac.png,9998487,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_346512-lb_0--b39d1331.png,346512,7204,pggan
stylegan,0,-seed_7506827-lb_0--6581c8fe.png,7506827,10526,stylegan
stylegan,0,-seed_7290184-lb_0--b3a86a6e.png,7290184,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7954672-lb_0--2d98b97a.png,7954672,10512,pggan
stylegan,0,-seed_3597714-lb_0--59c2b48c.png,3597714,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_791177-lb_0--9bf0c738.png,791177,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_7562848-lb_0--652d559a.png,7562848,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5642823-lb_0--03947fa5.png,5642823,7204,pggan
stylegan,0,-seed_7629440-lb_0--cff57d17.png,7629440,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_930065-lb_0--c8354fa6.png,930065,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1691689-lb_0--4cb22c4a.png,1691689,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7603282-lb_0--5afaa880.png,7603282,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_5783909-lb_0--f69fcf6f.png,5783909,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_774675-lb_0--6550fce9.png,774675,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_9109539-lb_0--2b566091.png,9109539,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5940651-lb_0--c5c7c78a.png,5940651,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_5930213-lb_0--3224b7e2.png,5930213,10000,pggan
stylegan,0,-seed_3608708-lb_0--ec396ddf.png,3608708,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_2564643-lb_0--c9644d2e.png,2564643,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8968652-lb_0--50958d30.png,8968652,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_6510370-lb_0--383cfcb6.png,6510370,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_1168682-lb_0--4fb16168.png,1168682,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3804310-lb_0--0f37492f.png,3804310,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5934353-lb_0--f0b4da3e.png,5934353,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5910809-lb_0--1d059bd4.png,5910809,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3999224-lb_0--0ac5f4aa.png,3999224,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5058475-lb_0--eeebe757.png,5058475,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3628963-lb_0--eca92e7c.png,3628963,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8635523-lb_0--9f3b9014.png,8635523,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_5861720-lb_0--e2468860.png,5861720,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2316159-lb_0--e1b2194b.png,2316159,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_9609510-lb_0--3f50b7b2.png,9609510,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_2330478-lb_0--4a5c1f83.png,2330478,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_6677425-lb_0--20a54704.png,6677425,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_1813142-lb_0--320c7980.png,1813142,10512,pggan
stylegan,0,-seed_1247639-lb_0--4201e792.png,1247639,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7073560-lb_0--7c9d7985.png,7073560,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8959229-lb_0--b6f16cbb.png,8959229,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_3486744-lb_0--80c87c7e.png,3486744,10512,pggan
stylegan,0,-seed_8792847-lb_0--5b41761f.png,8792847,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3998828-lb_0--b1699a27.png,3998828,7204,pggan
stylegan,0,-seed_670366-lb_0--9b61a30c.png,670366,10526,stylegan
stylegan,0,-seed_8730211-lb_0--a64c0181.png,8730211,10526,stylegan
