label,label_cat,name,psi,randomize_noise,seed,snapshot,label_value,label_cat_value
0,5,seed_8242976-lb_1--bfeb429d.png,,,8242976,9726,0.5988786,0.99997854
0,5,seed_5970249-lb_1--20a75750.png,,,5970249,9726,0.9999988,1.0
0,5,seed_6137863-lb_1--507cc260.png,,,6137863,9726,0.9999999,1.0
0,5,seed_7895137-lb_1--b13ae297.png,,,7895137,9726,0.97760004,0.93844867
0,5,seed_9990888-lb_1--eef23b7c.png,,,9990888,9726,0.999969,1.0
0,5,seed_6244315-lb_1--03f90cf3.png,,,6244315,9726,0.9999242,0.9994418
0,5,seed_1652910-lb_1--05c3dae7.png,,,1652910,9726,0.97806895,1.0
0,5,seed_9280322-lb_1--9cd66ea0.png,,,9280322,9726,0.99963605,1.0
0,5,seed_832398-lb_1--818e12cc.png,,,832398,9726,0.9999474,0.9999999
0,4,seed_6274070-lb_1--8325c183.png,,,6274070,9726,0.69603825,0.96501464
0,2,seed_5326160-lb_1--a3c3fdd9.png,,,5326160,9726,0.9999794,0.8454115
1,5,seed_5799706-lb_1--04c86e72.png,,,5799706,9726,0.5991663,0.53187996
0,5,seed_1142462-lb_1--e3243cb8.png,,,1142462,9726,1.0,1.0
0,5,seed_5665274-lb_1--3ffdac22.png,,,5665274,9726,0.99121547,0.99999976
0,5,seed_1158979-lb_1--106aac9d.png,,,1158979,9726,0.9999927,0.984648
0,5,seed_1120899-lb_1--c6703419.png,,,1120899,9726,0.99999595,0.54716396
0,5,seed_4763773-lb_1--b9495208.png,,,4763773,9726,0.999967,1.0
0,5,seed_2764284-lb_1--4a9607b6.png,,,2764284,9726,0.9891818,1.0
0,5,seed_4394210-lb_1--0dfa6cf9.png,,,4394210,9726,1.0,1.0
0,5,seed_5564892-lb_1--932d1fe2.png,,,5564892,9726,1.0,1.0
0,5,seed_8235619-lb_1--86756914.png,,,8235619,9726,1.0,1.0
0,5,seed_1581113-lb_1--0a824adb.png,,,1581113,9726,0.99999964,1.0
1,4,seed_7964634-lb_1--bfd5c055.png,,,7964634,9726,0.9978549,0.71137834
0,5,seed_7705933-lb_1--080914d6.png,,,7705933,9726,1.0,1.0
0,5,seed_1944198-lb_1--5e6c5476.png,,,1944198,9726,0.99999225,0.99998987
0,5,seed_5634104-lb_1--46ab2eac.png,,,5634104,9726,0.9999999,1.0
0,5,seed_7901328-lb_1--88898a5f.png,,,7901328,9726,0.9983108,0.9999769
1,0,seed_6307835-lb_1--4adf112d.png,,,6307835,9726,0.7822308,0.5845746
0,5,seed_9588336-lb_1--51d93455.png,,,9588336,9726,1.0,1.0
0,5,seed_6312848-lb_1--f0ed1fc5.png,,,6312848,9726,0.99988365,1.0
0,5,seed_2931823-lb_1--3d720a11.png,,,2931823,9726,0.9999931,1.0
0,5,seed_8030129-lb_1--744b4ef0.png,,,8030129,9726,0.9999999,1.0
0,5,seed_813290-lb_1--af1772f4.png,,,813290,9726,1.0,1.0
0,5,seed_7011087-lb_1--85de72a0.png,,,7011087,9726,0.99993765,1.0
0,5,seed_5361265-lb_1--262f5c0a.png,,,5361265,9726,0.99984443,0.99999976
0,5,seed_1904860-lb_1--1fb6b1d5.png,,,1904860,9726,0.99999964,1.0
0,5,seed_9511695-lb_1--40c6cb7f.png,,,9511695,9726,0.99999976,0.9999918
0,5,seed_4530865-lb_1--535b9b8e.png,,,4530865,9726,0.9897115,1.0
0,5,seed_7191831-lb_1--16323979.png,,,7191831,9726,0.99954957,1.0
0,5,seed_8126816-lb_1--21e865f3.png,,,8126816,9726,1.0,1.0
0,5,seed_7839234-lb_1--ad7e091d.png,,,7839234,9726,0.99997306,1.0
0,5,seed_4034634-lb_1--397d77ab.png,,,4034634,9726,0.9982352,1.0
0,5,seed_8826778-lb_1--24fabcfa.png,,,8826778,9726,0.997241,0.9999993
0,5,seed_89245-lb_1--a7483dc9.png,,,89245,9726,1.0,1.0
0,5,seed_922370-lb_1--87bc2722.png,,,922370,9726,1.0,1.0
1,4,seed_1973008-lb_1--fb1ac07a.png,,,1973008,9726,0.86838734,0.9983094
0,5,seed_8652163-lb_1--a6af426e.png,,,8652163,9726,0.999992,1.0
0,5,seed_6671600-lb_1--69168f15.png,,,6671600,9726,0.99999774,1.0
1,4,seed_8444678-lb_1--05756fa3.png,,,8444678,9726,0.6667432,0.6448059
0,5,seed_2769969-lb_1--0a94a4a5.png,,,2769969,9726,0.9999846,1.0
0,1,seed_5694590-lb_1--1ba260b1.png,,,5694590,9726,0.722472,0.42418033
0,5,seed_3818464-lb_1--3cbc1bf1.png,,,3818464,9726,0.6596244,0.97442776
0,5,seed_6617376-lb_1--02c655af.png,,,6617376,9726,1.0,1.0
0,5,seed_689656-lb_1--6b68f1fe.png,,,689656,9726,0.9953752,0.9990926
0,5,seed_6203179-lb_1--24d4e3a0.png,,,6203179,9726,0.99999976,1.0
0,5,seed_9727160-lb_1--358f91e1.png,,,9727160,9726,0.9725481,0.99999845
0,5,seed_9190035-lb_1--7a4fe45b.png,,,9190035,9726,0.99998367,1.0
0,5,seed_5654115-lb_1--99035f64.png,,,5654115,9726,0.9935523,0.44291386
0,5,seed_3018422-lb_1--d172a1c3.png,,,3018422,9726,0.9969676,0.9996494
0,5,seed_4274472-lb_1--567c68e8.png,,,4274472,9726,0.9908347,1.0
0,5,seed_764645-lb_1--eaa01348.png,,,764645,9726,0.9999995,0.9981446
0,5,seed_3506138-lb_1--3390c515.png,,,3506138,9726,0.9993875,0.99999666
0,5,seed_5674217-lb_1--5264ce72.png,,,5674217,9726,0.9999995,1.0
0,5,seed_8596389-lb_1--3f5e3158.png,,,8596389,9726,0.99201876,0.997598
0,2,seed_8664269-lb_1--e6b02216.png,,,8664269,9726,0.9535424,0.96357495
0,5,seed_5196260-lb_1--d46f2239.png,,,5196260,9726,0.9999995,1.0
0,5,seed_4783245-lb_1--7f8f48db.png,,,4783245,9726,0.96530825,0.99999654
0,5,seed_2157231-lb_1--b3907323.png,,,2157231,9726,0.9999993,1.0
0,5,seed_4869026-lb_1--4251d08d.png,,,4869026,9726,0.99999976,1.0
0,5,seed_9088541-lb_1--d127f0f3.png,,,9088541,9726,0.99895453,0.9999459
0,5,seed_9535063-lb_1--f33f3ce8.png,,,9535063,9726,0.5764238,0.5288696
0,5,seed_470762-lb_1--97869905.png,,,470762,9726,0.9999995,1.0
0,5,seed_8449877-lb_1--db7e2a1c.png,,,8449877,9726,0.98961174,1.0
