image_id,label_gan,type
seed_424147-lb_1--67928e9d.png,0,gan
seed_8197626-lb_1--c83e0c90.png,0,gan
seed_2483570-lb_1--e8dae130.png,0,gan
ISIC_0024765,1,real
seed_5128092-lb_1--03b6afe1.png,0,gan
seed_7087179-lb_1--57bbd77f.png,0,gan
seed_3262975-lb_1--55ac6263.png,0,gan
ISIC_0026359,1,real
seed_7557635-lb_1--bcb7637d.png,0,gan
seed_4025678-lb_1--ed690a68.png,0,gan
seed_8875176-lb_1--6d4cc8cc.png,0,gan
ISIC_0025084,1,real
seed_328460-lb_1--35eb0c3f.png,0,gan
seed_3419090-lb_1--5f94089d.png,0,gan
seed_4220778-lb_1--be236c52.png,0,gan
seed_5559313-lb_1--230afc82.png,0,gan
seed_5304915-lb_1--7551cbca.png,0,gan
seed_7092964-lb_1--c133e465.png,0,gan
seed_1000291-lb_1--199416c2.png,0,gan
seed_7096166-lb_1--75a234a2.png,0,gan
seed_744295-lb_1--1c701b18.png,0,gan
seed_9813193-lb_1--634cc275.png,0,gan
ISIC_0032114,1,real
seed_759203-lb_1--b3b8453c.png,0,gan
ISIC_0031014,1,real
ISIC_0028705,1,real
seed_5922259-lb_1--78b81a0c.png,0,gan
seed_251234-lb_1--9dc09ab6.png,0,gan
seed_1074814-lb_1--cf7a30a9.png,0,gan
seed_3593588-lb_1--54cd72ab.png,0,gan
ISIC_0029481,1,real
seed_5044708-lb_1--11eda017.png,0,gan
seed_2442757-lb_1--9fdc7da9.png,0,gan
seed_3950609-lb_1--c4b4ff47.png,0,gan
seed_3123499-lb_1--a416ff6d.png,0,gan
seed_6263211-lb_1--ed532969.png,0,gan
ISIC_0025335,1,real
seed_4065086-lb_1--e8bc638b.png,0,gan
seed_3175461-lb_1--cc9a42eb.png,0,gan
seed_7017972-lb_1--e36d27b2.png,0,gan
seed_36013-lb_1--fac812a9.png,0,gan
seed_4594619-lb_1--02de9b70.png,0,gan
seed_278990-lb_1--825433e7.png,0,gan
seed_1511607-lb_1--f429cef9.png,0,gan
seed_3437737-lb_1--80d7a7c8.png,0,gan
seed_7019300-lb_1--752e3cdc.png,0,gan
seed_5175048-lb_1--572f1e43.png,0,gan
seed_9265547-lb_1--d61444e2.png,0,gan
ISIC_0033569,1,real
seed_3705146-lb_1--57e79c01.png,0,gan
seed_2453070-lb_1--3ae4b26e.png,0,gan
seed_7790245-lb_1--70bee588.png,0,gan
seed_7948350-lb_1--77962e2b.png,0,gan
seed_9288975-lb_1--de44aae3.png,0,gan
seed_6103266-lb_1--359e9cae.png,0,gan
seed_3637829-lb_1--ac16e9a9.png,0,gan
seed_8434993-lb_1--59966b34.png,0,gan
seed_9856834-lb_1--5cc236d9.png,0,gan
ISIC_0034058,1,real
seed_2564182-lb_1--c3097c5a.png,0,gan
ISIC_0030771,1,real
seed_4893527-lb_1--77317a1d.png,0,gan
seed_2320562-lb_1--3734dc0a.png,0,gan
seed_6216976-lb_1--0acfe273.png,0,gan
seed_5415384-lb_1--02f56515.png,0,gan
ISIC_0029175,1,real
seed_7130510-lb_1--a28bd6ee.png,0,gan
seed_3236955-lb_1--9635cf2d.png,0,gan
ISIC_0032118,1,real
seed_1516138-lb_1--5634af0a.png,0,gan
seed_3012884-lb_1--19205189.png,0,gan
seed_4702951-lb_1--9be6d630.png,0,gan
seed_3368513-lb_1--e3e6f703.png,0,gan
seed_7298801-lb_1--0ba28dce.png,0,gan
seed_7252604-lb_1--883a460e.png,0,gan
seed_9761585-lb_1--4c53da3a.png,0,gan
seed_3527437-lb_1--61091ef0.png,0,gan
seed_8175450-lb_1--082716d4.png,0,gan
seed_1012405-lb_1--53d61700.png,0,gan
ISIC_0029039,1,real
seed_9581798-lb_1--9ecc811e.png,0,gan
seed_6419833-lb_1--95ee4423.png,0,gan
seed_2320189-lb_1--9529ac2f.png,0,gan
seed_2278790-lb_1--c9c3ef7a.png,0,gan
seed_767514-lb_1--24d5a958.png,0,gan
seed_7357209-lb_1--8285b87c.png,0,gan
seed_8106075-lb_1--aa7cbf7c.png,0,gan
seed_528987-lb_1--bbe94329.png,0,gan
seed_9254462-lb_1--9a0f7445.png,0,gan
seed_4228633-lb_1--596b880b.png,0,gan
seed_8496604-lb_1--3d5913f2.png,0,gan
seed_9532728-lb_1--24fd59aa.png,0,gan
seed_4988946-lb_1--c70a03f3.png,0,gan
seed_4869909-lb_1--6e79dc8a.png,0,gan
ISIC_0025496,1,real
ISIC_0032219,1,real
ISIC_0034188,1,real
ISIC_0031102,1,real
seed_7541151-lb_1--cdc8b7f2.png,0,gan
seed_35005-lb_1--b2da4e5e.png,0,gan
seed_2804196-lb_1--967e7981.png,0,gan
seed_2956591-lb_1--973a6554.png,0,gan
seed_1196037-lb_1--dc70bf8e.png,0,gan
seed_3368631-lb_1--479e82f4.png,0,gan
seed_4349478-lb_1--fb69ecdb.png,0,gan
seed_2745375-lb_1--89681fa4.png,0,gan
seed_421399-lb_1--44aa603b.png,0,gan
seed_1529670-lb_1--0a603176.png,0,gan
seed_3273347-lb_1--0c6315d7.png,0,gan
seed_7360858-lb_1--6ee07d4e.png,0,gan
seed_6818291-lb_1--48c09397.png,0,gan
seed_6079326-lb_1--fb2f422b.png,0,gan
ISIC_0024378,1,real
seed_8367570-lb_1--2130ac96.png,0,gan
ISIC_0024823,1,real
seed_3699604-lb_1--8181a1e3.png,0,gan
seed_6681551-lb_1--6240997d.png,0,gan
seed_2390448-lb_1--f934480b.png,0,gan
seed_7570080-lb_1--0753c111.png,0,gan
seed_8362934-lb_1--1c99baf1.png,0,gan
ISIC_0033159,1,real
seed_4707174-lb_1--2d7c1ad3.png,0,gan
ISIC_0033478,1,real
seed_7851298-lb_1--1318738a.png,0,gan
seed_5665116-lb_1--66e8a18e.png,0,gan
seed_7932985-lb_1--0e80e3af.png,0,gan
seed_3084683-lb_1--ef5360b8.png,0,gan
seed_9456851-lb_1--a647b8e5.png,0,gan
ISIC_0030614,1,real
seed_7884187-lb_1--d3507f52.png,0,gan
seed_6004426-lb_1--ce7439eb.png,0,gan
seed_7846371-lb_1--f79a95af.png,0,gan
seed_5127333-lb_1--c369d4a2.png,0,gan
seed_5756623-lb_1--2ec923c5.png,0,gan
ISIC_0032403,1,real
seed_2573273-lb_1--049b769b.png,0,gan
seed_3333206-lb_1--96bd3c8d.png,0,gan
seed_3227085-lb_1--e8993f22.png,0,gan
seed_867436-lb_1--5527c1b3.png,0,gan
seed_470496-lb_1--0e57d645.png,0,gan
seed_1606254-lb_1--acb46c9e.png,0,gan
seed_9550594-lb_1--29ff4ede.png,0,gan
seed_6434982-lb_1--838e6347.png,0,gan
seed_3243305-lb_1--090dc418.png,0,gan
seed_7130946-lb_1--d54788ff.png,0,gan
seed_6960403-lb_1--ca4e1a89.png,0,gan
seed_4181390-lb_1--f3e049d3.png,0,gan
seed_6347067-lb_1--25b61b08.png,0,gan
seed_6356725-lb_1--447da889.png,0,gan
seed_1423325-lb_1--eecdb9ab.png,0,gan
seed_5924040-lb_1--04075ffc.png,0,gan
seed_3748290-lb_1--980206d0.png,0,gan
seed_1263616-lb_1--fa453f11.png,0,gan
seed_181590-lb_1--1bf0b0c2.png,0,gan
seed_8437173-lb_1--e5c20990.png,0,gan
ISIC_0028274,1,real
ISIC_0030522,1,real
seed_4448527-lb_1--f1c7a47b.png,0,gan
seed_5129757-lb_1--84b74c12.png,0,gan
ISIC_0028615,1,real
seed_2560262-lb_1--9aac879c.png,0,gan
seed_6856363-lb_1--d70e559d.png,0,gan
seed_3580870-lb_1--de33d4ab.png,0,gan
seed_8548087-lb_1--4f33b46a.png,0,gan
seed_2423691-lb_1--009cc778.png,0,gan
seed_8335949-lb_1--8da7d7a9.png,0,gan
seed_7865745-lb_1--bd7e5c23.png,0,gan
ISIC_0025877,1,real
seed_1862414-lb_1--bc76d90b.png,0,gan
ISIC_0029551,1,real
seed_7423542-lb_1--95497028.png,0,gan
seed_3099930-lb_1--07f922c7.png,0,gan
seed_7330431-lb_1--733749ab.png,0,gan
seed_5741560-lb_1--b71a4bc5.png,0,gan
seed_8462989-lb_1--f8bc7ec9.png,0,gan
seed_5631621-lb_1--463069d9.png,0,gan
seed_8854675-lb_1--b2c2e00b.png,0,gan
seed_3161976-lb_1--87362060.png,0,gan
ISIC_0027438,1,real
seed_5165802-lb_1--5ff7b075.png,0,gan
ISIC_0032691,1,real
seed_9103131-lb_1--21fe4dc2.png,0,gan
seed_2865709-lb_1--3ea64d44.png,0,gan
seed_8113869-lb_1--2175ff7e.png,0,gan
seed_7964022-lb_1--6beff1fb.png,0,gan
seed_8673930-lb_1--1ca31cd2.png,0,gan
seed_7497831-lb_1--84ddb45f.png,0,gan
seed_6737875-lb_1--90233b43.png,0,gan
